,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
10,MLS Listing,,Single Family Residential,8131 Village 8,Camarillo,CA,93012.0,550000.0,2.0,3.0,VC45 - Mission Oaks,1264.0,1441.0,1984.0,1.0,435.0,487.0,Pre On-Market,,,http://www.redfin.com/CA/Camarillo/8131-Village-8-93012/home/4480848,VCRDS,V1-9276,N,Y,34.222458,-118.990238
11,MLS Listing,,Single Family Residential,177 Lupe Ave,Newbury Park,CA,91320.0,830000.0,4.0,3.0,Newbury Park,1946.0,8163.0,1964.0,1.0,427.0,,Active,November-5-2021 12:00 PM,November-5-2021 03:00 PM,http://www.redfin.com/CA/Thousand-Oaks/177-Lupe-Ave-91320/home/4655132,CSMAR,221005692,N,Y,34.1808826,-118.9356015
12,MLS Listing,,Single Family Residential,3151 W Hemlock St,Oxnard,CA,93035.0,679000.0,3.0,2.0,VC33 - Oxnard - Southwest / Port Huenem,1318.0,5760.0,1976.0,1.0,515.0,70.0,Pre On-Market,,,http://www.redfin.com/CA/Oxnard/3151-W-Hemlock-St-93035/home/4497238,VCRDS,V1-9275,N,Y,34.1815049,-119.2120646
13,MLS Listing,,Single Family Residential,1261 Jay Ave,Camarillo,CA,93010.0,749000.0,3.0,2.0,Camarillo Central,1242.0,7084.0,1962.0,1.0,603.0,,Active,,,http://www.redfin.com/CA/Camarillo/1261-Jay-Ave-93010/home/4468476,CSMAR,221005844,N,Y,34.2303569,-119.0626525
14,MLS Listing,,Single Family Residential,386 Sonoma Ct,Ventura,CA,93004.0,975000.0,3.0,2.5,VC28 - Wells Rd. East to City Limit,2258.0,7090.0,1984.0,1.0,432.0,,Active,November-6-2021 12:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/CA/Ventura/386-Sonoma-Ct-93004/home/4413440,VCRDS,V1-9274,N,Y,34.2880158,-119.1927088
15,MLS Listing,,Single Family Residential,33228 Village 33,Camarillo,CA,93012.0,565000.0,2.0,2.0,VC45 - Mission Oaks,1253.0,2613.0,1980.0,1.0,451.0,497.0,Active,,,http://www.redfin.com/CA/Camarillo/33228-Village-33-93012/home/4479109,VCRDS,V1-9273,N,Y,34.227513,-118.980794
16,MLS Listing,,Condo/Co-op,1422 Glacier Ave,Ventura,CA,93003.0,539000.0,2.0,2.0,Ventura,1262.0,1262.0,1979.0,1.0,427.0,420.0,Active,,,http://www.redfin.com/CA/Ventura/1422-Glacier-Ave-93003/home/4445284,VCRDS,V1-9272,N,Y,34.260307,-119.219878
17,MLS Listing,,Single Family Residential,2225 Marco Dr,Camarillo,CA,93010.0,769000.0,4.0,2.0,VC41 - Camarillo Central,1748.0,7400.0,1962.0,1.0,440.0,,Active,,,http://www.redfin.com/CA/Camarillo/2225-Marco-Dr-93010/home/4476446,VCRDS,V1-9271,N,Y,34.2407805,-119.0139848
18,MLS Listing,,Condo/Co-op,613 Sunfish Way,Port Hueneme,CA,93041.0,499900.0,2.0,2.0,VC32 - Oxnard - Port Hueneme Beaches,988.0,2613.0,1977.0,1.0,506.0,473.0,Active,,,http://www.redfin.com/CA/Port-Hueneme/613-Sunfish-Way-93041/home/4548421,VCRDS,V1-9270,N,Y,34.1425863,-119.1894789
19,MLS Listing,,Single Family Residential,558 Grass Valley St,Simi Valley,CA,93065.0,1100000.0,5.0,3.0,Simi Wood Ranch,2717.0,12057.0,1998.0,1.0,405.0,113.0,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/CA/Simi-Valley/558-Grass-Valley-St-93065/home/4598726,CSMAR,221005841,N,Y,34.2287923,-118.8077179
20,MLS Listing,,Condo/Co-op,108 La Brea St,Oxnard,CA,93035.0,1200000.0,2.0,2.0,VC32 - Oxnard - Port Hueneme Beaches,1300.0,,1981.0,1.0,923.0,100.0,Active,,,http://www.redfin.com/CA/Oxnard/108-La-Brea-St-93035/home/4528953,VCRDS,V1-9268,N,Y,34.170487,-119.232199
21,MLS Listing,,Single Family Residential,613 S Gill Ave S,Port Hueneme,CA,93041.0,565000.0,3.0,1.0,Port Hueneme,1136.0,5982.0,1953.0,1.0,497.0,,Pre On-Market,,,http://www.redfin.com/CA/Port-Hueneme/613-Gill-Ave-93041/home/4531049,VCRDS,V1-9267,N,Y,34.1536112,-119.1872362
22,MLS Listing,,Single Family Residential,5286 Via Capote,Newbury Park,CA,91320.0,1499900.0,5.0,3.0,Newbury Park,3621.0,12520.0,2001.0,1.0,414.0,104.0,Active,,,http://www.redfin.com/CA/Thousand-Oaks/5286-Via-Capote-91320/home/4554844,CSMAR,221005835,N,Y,34.1673945,-118.9880443
23,MLS Listing,,Single Family Residential,1728 Santo Domingo,Camarillo,CA,93012.0,820000.0,3.0,2.5,Cam - Mission Oaks,1963.0,3759.0,2004.0,1.0,418.0,170.0,Active,,,http://www.redfin.com/CA/Camarillo/1728-Santo-Domingo-93012/home/4734513,CSMAR,221005838,N,Y,34.2328291,-119.0138076
24,MLS Listing,,Vacant Land,0 Rice Road Rd,Oxnard,CA,93030.0,15000000.0,,,VC34 - Oxnard - Southeast,,7016296.0,,1.0,,,Active,,,http://www.redfin.com/CA/Oxnard/2221-Sturgis-Rd-93030/home/177044901,VCRDS,V1-9266,N,Y,34.2019811,-119.1475045
25,MLS Listing,,Condo/Co-op,259-S S Ventura Rd #245,Port Hueneme,CA,93041.0,420000.0,2.0,2.0,VC32 - Oxnard - Port Hueneme Beaches,987.0,,1974.0,1.0,426.0,502.0,Active,,,http://www.redfin.com/CA/Port-Hueneme/259-S-Ventura-Rd-93041/unit-245/home/4533051,VCRDS,V1-9265,N,Y,34.1453624,-119.1968869
26,MLS Listing,,Single Family Residential,4253 Pancho Rd,Camarillo,CA,93012.0,960000.0,4.0,4.0,VC45 - Mission Oaks,2814.0,7889.0,1980.0,1.0,341.0,,Active,,,http://www.redfin.com/CA/Camarillo/4253-Pancho-Rd-93012/home/4547965,VCRDS,V1-9264,N,Y,34.2076316,-119.0139181
27,MLS Listing,,Mobile/Manufactured Home,6480 Katherine Rd #44,Simi Valley,CA,93063.0,149900.0,2.0,2.0,Simi East,1464.0,,1976.0,1.0,102.0,,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/CA/Simi-Valley/6480-Katherine-Rd-93063/unit-44/home/4714785,CSMAR,221005833,N,Y,34.261969,-118.664547
28,MLS Listing,,Single Family Residential,747 Watson Ave,Simi Valley,CA,93065.0,799000.0,4.0,2.0,Simi Central,1954.0,7300.0,1964.0,1.0,409.0,,Active,,,http://www.redfin.com/CA/Simi-Valley/747-Watson-Ave-93065/home/4628487,CSMAR,221005832,N,Y,34.2523787,-118.7425074
29,MLS Listing,,Townhouse,1211 Bayside Cir,Oxnard,CA,93035.0,890000.0,4.0,3.0,Oxnard - Port Hueneme Beaches,2372.0,2101.0,2003.0,1.0,375.0,418.0,Active,,,http://www.redfin.com/CA/Oxnard/1211-Bayside-Cir-93035/home/4736825,TheMLS,21-101309,N,Y,34.189314,-119.231604
30,MLS Listing,,Condo/Co-op,4427 Antigua Way,Oxnard,CA,93035.0,899000.0,2.0,2.0,VC32 - Oxnard - Port Hueneme Beaches,1627.0,,1985.0,1.0,553.0,445.0,Pre On-Market,,,http://www.redfin.com/CA/Oxnard/4427-Antigua-Way-93035/home/4507798,VCRDS,V1-9262,N,Y,34.1769848,-119.2317916
31,MLS Listing,,Condo/Co-op,2067 Avenida Vista Delmonte #4,Simi Valley,CA,93063.0,385000.0,2.0,1.0,Simi East,859.0,3049.0,1976.0,1.0,448.0,310.0,Active,,,http://www.redfin.com/CA/Simi-Valley/2067-N-Avenida-Vista-Del-Monte-93063/unit-4/home/4646316,CSMAR,221005827,N,Y,34.27349,-118.6754476
32,MLS Listing,,Vacant Land,498 Manzanita Ave,Ventura,CA,93001.0,429000.0,,,Ventura,,14383.0,,1.0,,,Active,,,http://www.redfin.com/CA/Ventura/498-Manzanita-Ave-93001/home/4389176,VCRDS,V1-9258,N,Y,34.2874375,-119.2760447
33,MLS Listing,,Single Family Residential,10628 Almond Ave,Oak View,CA,93022.0,925000.0,3.0,2.0,VC11 - Ojai,1628.0,10000.0,1979.0,1.0,568.0,63.0,Active,,,http://www.redfin.com/CA/Oak-View/10628-Almond-Ave-93022/home/4370494,VCRDS,V1-9257,N,Y,34.4014366,-119.2930421
34,MLS Listing,,Single Family Residential,16667 Mountain Lilac,Frazier Park,CA,93225.0,625000.0,3.0,3.0,LKWV - Lockwood Valley,2040.0,217800.0,1990.0,1.0,306.0,,Active,,,http://www.redfin.com/CA/Frazier-Park/16667-Mountain-Lilac-Trl-93225/home/4357613,CRMLS,BB21240530,N,Y,34.7602692,-119.0683349
35,MLS Listing,,Single Family Residential,1259 Greenfield St,Thousand Oaks,CA,91360.0,799000.0,3.0,2.0,Thousand Oaks West,1791.0,10800.0,1962.0,1.0,446.0,,Active,November-6-2021 11:00 AM,November-6-2021 01:00 PM,http://www.redfin.com/CA/Thousand-Oaks/1259-Greenfield-St-91360/home/4579105,CSMAR,221005823,N,Y,34.1956454,-118.8826631
36,MLS Listing,,Single Family Residential,252 E Lewis St,Ventura,CA,93001.0,849000.0,3.0,2.0,VTU - Ventura,1478.0,6059.0,1929.0,1.0,574.0,,Pre On-Market,,,http://www.redfin.com/CA/Ventura/252-E-Lewis-St-93001/home/4384483,VCRDS,V1-9253,N,Y,34.2939546,-119.2930194
37,MLS Listing,,Single Family Residential,413 Princeton Ave,Ventura,CA,93003.0,774999.0,3.0,2.0,Ventura,1570.0,6820.0,1960.0,1.0,494.0,,Pre On-Market,,,http://www.redfin.com/CA/Ventura/413-Princeton-Ave-93003/home/4408477,VCRDS,V1-9252,N,Y,34.2707313,-119.2277878
38,MLS Listing,,Single Family Residential,2631 Deerwood Ave,Simi Valley,CA,93065.0,774000.0,2.0,3.0,Simi Central,1718.0,9660.0,1984.0,1.0,451.0,,Active,,,http://www.redfin.com/CA/Simi-Valley/2631-Deerwood-Ave-93065/home/4603766,CSMAR,221005825,N,Y,34.2834283,-118.7387042
39,MLS Listing,,Vacant Land,0 County Line Rd,Chatsworth,CA,91311.0,92999.0,,,CHT - Chatsworth,,3567.0,,1.0,,,Active,,,http://www.redfin.com/CA/CHATSWORTH/COUNTY-LINE-RD-91311/home/22825478,CRISNet,SR21240471,N,Y,34.240511,-118.641476
40,MLS Listing,,Mobile/Manufactured Home,720 W Santa Maria St #36,Santa Paula,CA,93060.0,239900.0,2.0,2.0,SPL - Santa Paula,1428.0,3500.0,1989.0,1.0,168.0,,Pre On-Market,,,http://www.redfin.com/CA/Santa-Paula/720-W-Santa-Maria-St-93060/unit-36/home/4715231,VCRDS,V1-9250,N,Y,34.336437,-119.078765
41,MLS Listing,,Single Family Residential,894 Hartglen Ave,Westlake Village,CA,91361.0,1699000.0,3.0,2.5,WV - Westlake Village,2282.0,6400.0,1977.0,1.0,745.0,77.0,Active,November-3-2021 11:00 AM,November-3-2021 02:00 PM,http://www.redfin.com/CA/Westlake-Village/894-Hartglen-Ave-91361/home/4691344,CRISNet,SR21240282,N,Y,34.1556553,-118.8390841
42,MLS Listing,,Single Family Residential,1327 Finch Ave,Ventura,CA,93003.0,730000.0,4.0,2.0,Ventura,1435.0,6200.0,1964.0,1.0,509.0,,Active,,,http://www.redfin.com/CA/Ventura/1327-Finch-Ave-93003/home/4442785,VCRDS,V1-9248,N,Y,34.2626691,-119.2098066
43,MLS Listing,,Single Family Residential,1876 Sandal Wood Pl,Thousand Oaks,CA,91362.0,789000.0,4.0,2.0,Thousand Oaks East,1260.0,6018.0,1972.0,1.0,626.0,28.0,Active,,,http://www.redfin.com/CA/Thousand-Oaks/1876-Sandal-Wood-Pl-91362/home/4587464,CSMAR,221005822,N,Y,34.2137623,-118.8440456
44,MLS Listing,,Multi-Family (2-4 Unit),3305 S A St,Oxnard,CA,93033.0,1195000.0,10.0,8.0,Oxnard - Southwest / Port Huenem,4152.0,7828.0,1965.0,1.0,288.0,,Active,,,http://www.redfin.com/CA/Oxnard/3305-S-A-St-93033/home/4525643,TheMLS,21-101209,N,Y,34.1696104,-119.1796515
45,MLS Listing,,Single Family Residential,2881 Denise Ct,Newbury Park,CA,91320.0,960000.0,4.0,2.5,NBPK - Newbury Park,2106.0,8737.0,1985.0,1.0,456.0,,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/CA/Thousand-Oaks/2881-Denise-Ct-91320/home/4655845,VCRDS,V1-9246,N,Y,34.1854507,-118.9368752
46,MLS Listing,,Single Family Residential,10844 Loma Vista Rd,Ventura,CA,93004.0,799000.0,3.0,2.0,VC28 - Wells Rd. East to City Limit,1750.0,9656.0,1964.0,1.0,457.0,,Active,,,http://www.redfin.com/CA/Ventura/10844-Loma-Vista-Rd-93004/home/4412207,VCRDS,V1-9245,N,Y,34.2971353,-119.1662523
47,MLS Listing,,Mobile/Manufactured Home,700 W Villanova Rd #17,Ojai,CA,93023.0,99500.0,1.0,1.0,VC11 - Ojai,420.0,450.0,1960.0,1.0,237.0,,Pre On-Market,,,http://www.redfin.com/CA/Ojai/700-W-Villanova-Rd-93023/unit-17/home/4705200,VCRDS,V1-9244,N,Y,34.4250639,-119.2877888
48,MLS Listing,,Condo/Co-op,2061 Blackberry Cir,Oxnard,CA,93036.0,530000.0,3.0,2.0,VC31 - Oxnard - Northwest,1452.0,,1990.0,1.0,365.0,382.0,Active,,,http://www.redfin.com/CA/Oxnard/2061-Blackberry-Cir-93036/home/4448752,VCRDS,V1-9242,N,Y,34.221781,-119.180116
49,MLS Listing,,Townhouse,111 Red Brick Dr #1,Simi Valley,CA,93065.0,680000.0,3.0,2.5,SVW - West Simi,1663.0,,2019.0,1.0,409.0,291.0,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/CA/Simi-Valley/111-Red-Brick-Dr-93065/unit-1/home/167467727,CRISNet,SR21239779,N,Y,34.271136,-118.794706
50,MLS Listing,,Single Family Residential,12852 Mammoth Peak Dr,Moorpark,CA,93021.0,1499999.0,5.0,5.5,NMP - North Moorpark,4399.0,7887.0,2016.0,1.0,341.0,234.0,Active,,,http://www.redfin.com/CA/Moorpark/12852-Mammoth-Peak-Dr-93021/home/11890381,CRISNet,SR21239924,N,Y,34.2986708,-118.8858485
51,MLS Listing,,Townhouse,3445 Highwood Ct #128,Simi Valley,CA,93063.0,399900.0,2.0,1.0,SVC - Central Simi,998.0,715.0,1974.0,1.0,401.0,285.0,Active,,,http://www.redfin.com/CA/Simi-Valley/3445-Highwood-Ct-93063/unit-128/home/4600972,VCRDS,V1-9239,N,Y,34.2816143,-118.7293224
52,MLS Listing,,Condo/Co-op,3700 Dean Dr #1405,Ventura,CA,93003.0,398500.0,2.0,2.0,Ventura,1169.0,,1965.0,1.0,341.0,406.0,Active,,,http://www.redfin.com/CA/Ventura/3700-Dean-Dr-93003/unit-1405/home/4403879,VCRDS,V1-9237,N,Y,34.265631,-119.242965
53,MLS Listing,,Single Family Residential,810 Berkshire Pl,Oxnard,CA,93033.0,599999.0,3.0,2.0,VC34 - Oxnard - Southeast,1407.0,6101.0,1973.0,1.0,426.0,,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/CA/Oxnard/810-Berkshire-Pl-93033/home/4542894,VCRDS,V1-9234,N,Y,34.1549085,-119.1699769
54,MLS Listing,,Single Family Residential,2591 Renata Ct,Thousand Oaks,CA,91362.0,1099000.0,4.0,2.5,Thousand Oaks East,2360.0,4316.0,1995.0,1.0,466.0,153.0,Active,,,http://www.redfin.com/CA/Thousand-Oaks/2591-Renata-Ct-91362/home/4586736,TheMLS,21-100769,N,Y,34.2139903,-118.8224685
55,MLS Listing,,Single Family Residential,38118 Village 38,Camarillo,CA,93012.0,675000.0,2.0,2.0,VC45 - Mission Oaks,1667.0,2613.0,1979.0,1.0,405.0,603.0,Active,,,http://www.redfin.com/CA/Camarillo/38118-Village-38-93012/home/4478883,VCRDS,V1-9232,N,Y,34.2264229,-118.978475
56,MLS Listing,,Single Family Residential,6448 Crowley Ave,Ventura,CA,93003.0,812000.0,4.0,2.5,Ventura,2131.0,7000.0,1986.0,1.0,381.0,,Pre On-Market,,,http://www.redfin.com/CA/Ventura/6448-Crowley-Ave-93003/home/4441491,VCRDS,V1-9230,N,Y,34.2564577,-119.2033128
57,MLS Listing,,Vacant Land,425 Kathleen,Newbury Park,CA,91320.0,250000.0,,,NBPK - Newbury Park,,19317.0,,1.0,,,Active,,,http://www.redfin.com/CA/Newbury-Park/425-Kathleen-Dr-91320/home/177019532,CRISNet,SR21239628,N,Y,34.1706393,-118.9109696
58,MLS Listing,,Condo/Co-op,202 E 7th St,Oxnard,CA,93030.0,365375.0,3.0,2.5,VC35 - Oxnard - Northeast,1317.0,,2007.0,1.0,277.0,210.0,Active,,,http://www.redfin.com/CA/Oxnard/202-E-7th-St-93030/home/17173223,VCRDS,V1-9223,N,Y,34.19482,-119.176071
59,MLS Listing,,Single Family Residential,637 Lynwood St,Thousand Oaks,CA,91360.0,1150000.0,4.0,2.0,TOW - Thousand Oaks West,2046.0,23970.0,1977.0,1.0,562.0,,Active,,,http://www.redfin.com/CA/Thousand-Oaks/637-Lynwood-St-91360/home/4656956,VCRDS,V1-9224,N,Y,34.2026597,-118.8934934
60,MLS Listing,,Single Family Residential,1442 Blaze Ave,Simi Valley,CA,93065.0,699000.0,4.0,2.0,SVW - West Simi,1263.0,10048.0,1963.0,1.0,553.0,,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/CA/Simi-Valley/1442-Blaze-Ave-93065/home/4626052,VCRDS,V1-9220,N,Y,34.2652204,-118.7703345
61,MLS Listing,,Single Family Residential,2824 Gardner St,Simi Valley,CA,93065.0,824999.0,4.0,2.0,Simi Central,2189.0,7800.0,1964.0,1.0,377.0,,Active,,,http://www.redfin.com/CA/Simi-Valley/2824-Gardner-St-93065/home/4627956,CSMAR,221005680,N,Y,34.256213,-118.740732
62,MLS Listing,,Single Family Residential,240 W Gainsborough Rd,Thousand Oaks,CA,91360.0,985000.0,4.0,2.0,Thousand Oaks West,2225.0,9600.0,1962.0,1.0,443.0,,Active,,,http://www.redfin.com/CA/Thousand-Oaks/240-W-Gainsborough-Rd-91360/home/4578277,CSMAR,221005627,N,Y,34.1963321,-118.8833229
63,MLS Listing,,Single Family Residential,2080 E Hillcrest Dr,Thousand Oaks,CA,91362.0,1499900.0,3.0,3.5,Thousand Oaks East,3116.0,10278.0,2022.0,1.0,481.0,390.0,Active,,,http://www.redfin.com/CA/Thousand-Oaks/2080-E-Hillcrest-Dr-91362/home/4665442,CSMAR,221005812,N,Y,34.1801493,-118.8442277
64,MLS Listing,,Townhouse,5325 Barrymore Dr,Oxnard,CA,93033.0,470000.0,3.0,2.5,VC34 - Oxnard - Southeast,1350.0,908.0,1980.0,2.0,348.0,330.0,Active,,,http://www.redfin.com/CA/Oxnard/5325-Barrymore-Dr-93033/home/4545254,VCRDS,V1-9219,N,Y,34.151665,-119.177453
65,MLS Listing,,Mobile/Manufactured Home,1150 Ventura Blvd Unit 135A,Camarillo,CA,93010.0,115000.0,2.0,2.0,699 - Not Defined,1152.0,3447.0,1974.0,2.0,100.0,,Active,,,http://www.redfin.com/CA/Camarillo/1150-Ventura-Blvd-93010/unit-135A/home/4717023,CRISNet,SR21239371,N,Y,34.2153366,-119.0552433
66,MLS Listing,,Mobile/Manufactured Home,1300 E Pleasant Valley Rd #32,Oxnard,CA,93033.0,210000.0,3.0,2.0,Oxnard - SE,1176.0,1176.0,1998.0,2.0,179.0,,Active,,,http://www.redfin.com/CA/Oxnard/1300-E-Pleasant-Valley-Rd-93033/unit-32/home/4710123,CSMAR,221005811,N,Y,34.1551985,-119.1637994
67,MLS Listing,,Single Family Residential,1228 Maple St,Santa Paula,CA,93060.0,609000.0,3.0,2.0,SPL - Santa Paula,1348.0,6786.0,1963.0,2.0,452.0,,Active,,,http://www.redfin.com/CA/Santa-Paula/1228-Maple-St-93060/home/4423497,CRMLS,SB21239487,N,Y,34.3756697,-119.0637888
68,MLS Listing,,Single Family Residential,100 S Dos Caminos Ave,Ventura,CA,93003.0,725000.0,2.0,1.0,Ventura,963.0,5426.0,1929.0,2.0,753.0,,Pre On-Market,,,http://www.redfin.com/CA/Ventura/100-S-Dos-Caminos-Ave-93003/home/4399119,VCRDS,V1-9217,N,Y,34.2711618,-119.2545852
69,MLS Listing,,Single Family Residential,594 Kathleen Dr,Newbury Park,CA,91320.0,1499999.0,4.0,3.5,NBPK - Newbury Park,3771.0,9936.0,2008.0,2.0,398.0,,Active,,,http://www.redfin.com/CA/Newbury-Park/594-Kathleen-Dr-91320/home/21670383,CRMLS,TR21239331,N,Y,34.1707765,-118.9106246
70,MLS Listing,,Single Family Residential,5255 Goldenridge Ct,Camarillo,CA,93012.0,799000.0,4.0,2.0,VC45 - Mission Oaks,1547.0,7227.0,1985.0,2.0,516.0,,Pre On-Market,November-6-2021 11:00 AM,November-6-2021 03:00 PM,http://www.redfin.com/CA/Camarillo/5255-Goldenridge-Ct-93012/home/4485420,VCRDS,V1-9216,N,Y,34.2361085,-118.9998677
71,MLS Listing,,Single Family Residential,966 Woodland Ave,Ojai,CA,93023.0,881000.0,3.0,2.0,Ojai,1398.0,10454.0,1966.0,2.0,630.0,,Active,,,http://www.redfin.com/CA/Ojai/966-Woodland-Ave-93023/home/4367238,CRMLS,540576,N,Y,34.4226496,-119.2921736
72,MLS Listing,,Mobile/Manufactured Home,390 Gershwin Ln #390,Ventura,CA,93003.0,385000.0,3.0,2.0,Imperial Mobile Home Park,1458.0,,2019.0,2.0,264.0,,Active,,,http://www.redfin.com/CA/Ventura/390-Gershwin-Ln-93003/unit-390/home/177013757,VCRDS,V1-9215,N,Y,34.2669462,-119.2241129
73,MLS Listing,,Multi-Family (2-4 Unit),711 S Oxnard Blvd,Oxnard,CA,93030.0,1495000.0,3.0,4.0,VC34 - Oxnard - Southeast,3200.0,3000.0,1965.0,3.0,467.0,,Active,,,http://www.redfin.com/CA/Oxnard/711-S-Oxnard-Blvd-93030/home/12131867,VCRDS,V1-9214,N,Y,34.1947352,-119.1776644
74,MLS Listing,,Single Family Residential,782 Aspen Oak Ct,Oak Park,CA,91377.0,1050000.0,3.0,2.5,Agoura,1962.0,6372.0,1987.0,3.0,535.0,145.0,Active,,,http://www.redfin.com/CA/Oak-Park/782-Aspen-Oak-Ct-91377/home/4698673,CSMAR,221005806,N,Y,34.1821464,-118.7536206
75,MLS Listing,,Single Family Residential,6342 Alta Vista Ridge Rd,Simi Valley,CA,93063.0,390000.0,1.0,1.0,699 - Not Defined,613.0,7405.0,2008.0,3.0,636.0,,Active,,,http://www.redfin.com/CA/Simi-Valley/6342-Alta-Vista-Ridge-Rd-93063/home/21731298,CRMLS,DW21217124,N,Y,34.2601225,-118.6663455
76,MLS Listing,,Mobile/Manufactured Home,1975 Maricopa Hwy #44,Ojai,CA,93023.0,205000.0,2.0,2.0,VC11 - Ojai,1500.0,3000.0,1974.0,3.0,137.0,,Active,,,http://www.redfin.com/CA/Ojai/1975-Maricopa-Hwy-93023/unit-44/home/52354538,VCRDS,V1-9212,N,Y,34.450916,-119.2745878
