,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,,Condo/Co-op,624 Jade St,Petaluma,CA,94952,750000.0,3.0,2.5,Petaluma,1989.0,969.0,2017.0,5.0,377.0,332.0,Active,,,http://www.redfin.com/CA/Petaluma/624-Jade-St-94952/home/110013406,BAREIS,321099644,N,Y,38.2263746,-122.6164986
1,MLS Listing,,Condo/Co-op,728 1st St W,Sonoma,CA,95476,689000.0,1.0,1.5,Sonoma,981.0,640.0,2001.0,40.0,702.0,335.0,Active,,,http://www.redfin.com/CA/Sonoma/728-1st-St-W-95476/home/2641149,BAREIS,321091933,N,Y,38.287719,-122.459204
2,MLS Listing,,Single Family Residential,3474 Chanate Ct,Santa Rosa,CA,95404,799000.0,3.0,2.0,Santa Rosa,1441.0,6300.0,1974.0,60.0,554.0,,Active,,,http://www.redfin.com/CA/Santa-Rosa/3474-Chanate-Ct-95404/home/2616096,BAREIS,321084851,N,Y,38.470724,-122.702557
3,MLS Listing,,Single Family Residential,3776 Crown Hill Dr,Santa Rosa,CA,95404,2100000.0,4.0,4.5,Santa Rosa,3460.0,11502.0,,179.0,607.0,67.0,Active,,,http://www.redfin.com/CA/Santa-Rosa/3776-Crown-Hill-Dr-95404/home/2643325,BAREIS,321032580,N,Y,38.4879403,-122.699408
4,MLS Listing,,Multi-Family (2-4 Unit),105 - E Shiloh Rd,Santa Rosa,CA,95403,1600000.0,0.0,,Santa Rosa,1975.0,219978.0,1972.0,1.0,810.0,,Active,,,http://www.redfin.com/CA/Santa-Rosa/105-E-Shiloh-Rd-95403/home/2423994,BAREIS,321104368,N,Y,38.526828,-122.773281
5,MLS Listing,,Single Family Residential,341 Rockgreen Pl,Santa Rosa,CA,95409,465000.0,2.0,2.0,Santa Rosa,1297.0,1742.0,1969.0,1.0,359.0,260.0,Active,,,http://www.redfin.com/CA/Santa-Rosa/341-Rockgreen-Pl-95409/home/2238411,BAREIS,321103240,N,Y,38.438583,-122.597856
6,MLS Listing,,Condo/Co-op,134 Park Place Dr,Petaluma,CA,94954,579000.0,3.0,1.5,Park Place,1356.0,741.0,1987.0,1.0,427.0,358.0,Active,,,http://www.redfin.com/CA/Petaluma/134-Park-Pl-Dr-94954/home/2569216,BAREIS,321104031,N,Y,38.25592,-122.633247
7,MLS Listing,,Single Family Residential,4190 Pine Rock Pl,Santa Rosa,CA,95409,1200000.0,5.0,3.0,Montecito Heights,2612.0,24398.0,1983.0,1.0,459.0,,Active,,,http://www.redfin.com/CA/Santa-Rosa/4190-Pine-Rock-Pl-95409/home/2627584,BAREIS,321104050,N,Y,38.4604201,-122.691068
8,MLS Listing,,Single Family Residential,247 Mission Dr,Petaluma,CA,94952,1250000.0,4.0,2.5,Petaluma,3021.0,7401.0,2010.0,1.0,414.0,,Active,November-7-2021 12:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/CA/Petaluma/247-Mission-Dr-94952/home/22501749,BAREIS,321098147,N,Y,38.2248958,-122.619032
9,MLS Listing,,Single Family Residential,14309 Mill Ct,Guerneville,CA,95446,579950.0,2.0,2.0,Guerneville,1038.0,6825.0,1955.0,1.0,559.0,,Active,November-7-2021 12:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/CA/Guerneville/14309-Mill-Ct-95446/home/2426254,BAREIS,321100429,N,Y,38.5054155,-122.9993604
10,MLS Listing,,Single Family Residential,534 Lamont Ct S,Rohnert Park,CA,94928,549999.0,3.0,2.0,Rohnert Park,1176.0,8712.0,1973.0,1.0,468.0,,Active,,,http://www.redfin.com/CA/Rohnert-Park/534-Lamont-Ct-S-94928/home/2352412,BAREIS,321103031,N,Y,38.3191273,-122.6861254
11,MLS Listing,,Single Family Residential,330 E 1st St,Cloverdale,CA,95425,499000.0,2.0,2.0,Cloverdale,1344.0,8200.0,1974.0,1.0,371.0,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/CA/Cloverdale/330-E-1st-St-95425/home/2129555,BAREIS,321102261,N,Y,38.8067193,-123.0138642
12,MLS Listing,,Mobile/Manufactured Home,977 Keegan Dr,Santa Rosa,CA,95407,599000.0,4.0,2.0,Santa Rosa,1737.0,8712.0,2000.0,1.0,345.0,,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/CA/Santa-Rosa/977-Keegan-Dr-95407/home/2313037,BAREIS,321104227,N,Y,38.4239926,-122.7442295
13,MLS Listing,,Single Family Residential,4774 Tarton Dr,Santa Rosa,CA,95405,789000.0,2.0,2.0,Santa Rosa,1705.0,8803.0,1978.0,1.0,463.0,,Active,,,http://www.redfin.com/CA/Santa-Rosa/4774-Tarton-Dr-95405/home/2369930,BAREIS,321102935,N,Y,38.4382219,-122.6551407
14,MLS Listing,,Single Family Residential,14465 Old Cazadero Rd,Guerneville,CA,95446,575000.0,2.0,1.0,Guerneville,710.0,5001.0,1927.0,1.0,810.0,,Active,,,http://www.redfin.com/CA/Guerneville/14465-Old-Cazadero-Rd-95446/home/2433894,BAREIS,321104206,N,Y,38.4977534,-123.0141501
15,MLS Listing,,Mobile/Manufactured Home,36 Ellie Dr,Santa Rosa,CA,95403,219000.0,2.0,2.0,Mobile Home Estates,1200.0,702592.0,1981.0,1.0,183.0,,Active,,,http://www.redfin.com/CA/Santa-Rosa/36-Ellie-Dr-95403/home/40192443,BAREIS,321103835,N,Y,38.5206738,-122.7763336
