,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,,Single Family Residential,669 Hillside Dr,Fairfield,CA,94533,725000.0,3.0,3.0,Fairfield,2606.0,10019.0,1989.0,4.0,278.0,,Active,November-6-2021 01:30 PM,November-6-2021 03:30 PM,http://www.redfin.com/CA/Fairfield/669-Hillside-Dr-94533/home/2554859,BAREIS,321101564,N,Y,38.2864155,-122.0266959
1,MLS Listing,,Single Family Residential,1998 Freedom Way,Rio Vista,CA,94571,555000.0,4.0,2.5,Rio Vista,1874.0,9949.0,2019.0,11.0,296.0,,Active,,,http://www.redfin.com/CA/Rio-Vista/1998-Freedom-Way-94571/home/22578223,BAREIS,321097899,N,Y,38.1971483,-121.7144266
2,MLS Listing,,Single Family Residential,503 Bristol Ct,Benicia,CA,94510,929000.0,4.0,3.0,Benicia,2569.0,9148.0,1977.0,18.0,362.0,,Active,,,http://www.redfin.com/CA/Benicia/503-Bristol-Ct-94510/home/2361399,BAREIS,321097726,N,Y,38.0789797,-122.1742059
3,MLS Listing,,Single Family Residential,154 Camino Del Sol,Vallejo,CA,94591,780000.0,3.0,2.5,Vallejo,2074.0,3690.0,1992.0,46.0,376.0,355.0,Active,,,http://www.redfin.com/CA/Vallejo/154-Cam-Del-Sol-94591/home/2328511,BAREIS,321087291,N,Y,38.0684873,-122.210542
4,MLS Listing,,Single Family Residential,522 W J St,Benicia,CA,94510,889000.0,3.0,2.5,Benicia,1664.0,4095.0,2004.0,1.0,534.0,,Active,,,http://www.redfin.com/CA/Benicia/522-W-J-St-94510/home/2626160,BAREIS,321104330,N,Y,38.0558892,-122.1658461
5,MLS Listing,,Single Family Residential,2112 Saint Andrews Dr,Rio Vista,CA,94571,575000.0,3.0,2.5,Rio Vista,2337.0,6225.0,2001.0,1.0,246.0,215.0,Active,,,http://www.redfin.com/CA/Rio-Vista/2112-St-Andrews-Dr-94571/home/2610232,BAREIS,321094947,N,Y,38.1825916,-121.7100604
6,MLS Listing,,Single Family Residential,755 Marvin Way,Dixon,CA,95620,459999.0,3.0,1.0,Dixon,1199.0,6970.0,1952.0,1.0,384.0,,Active,,,http://www.redfin.com/CA/Dixon/755-Marvin-Way-95620/home/2434329,MetroList,321104324,N,Y,38.4446633,-121.8309289
7,MLS Listing,,Single Family Residential,385 Paddlewheel Dr,Vallejo,CA,94591,625000.0,4.0,3.0,Glen Cove,1935.0,5700.0,1988.0,1.0,323.0,,Active,,,http://www.redfin.com/CA/Vallejo/385-Paddlewheel-Ln-94591/home/2324693,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40973034,N,Y,38.0726851,-122.2071949
8,MLS Listing,,Condo/Co-op,2001 Eastwood Dr #14,Vacaville,CA,95687-6175,259000.0,2.0,1.0,Vacaville,890.0,913.0,2001.0,1.0,291.0,338.0,Active,,,http://www.redfin.com/CA/Vacaville/2001-Eastwood-Dr-95687/unit-14/home/17295293,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40973029,N,Y,38.3395616,-121.9708171
9,MLS Listing,,Single Family Residential,1132 Capistrano Ct,Fairfield,CA,94534,625000.0,4.0,3.0,Cordelia Villages,1820.0,5136.0,1989.0,1.0,343.0,,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/CA/Fairfield/1132-Capistrano-Ct-94534/home/2590633,BAREIS,321104073,N,Y,38.181846,-122.1385228
10,MLS Listing,,Single Family Residential,408 Marla Dr,American Canyon,CA,94503,399000.0,3.0,2.0,Napa Square,1134.0,6000.0,1968.0,1.0,352.0,,Active,,,http://www.redfin.com/CA/American-Canyon/408-Marla-Dr-94503/home/12217365,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40973000,N,Y,38.1559238,-122.2596062
11,MLS Listing,,Mobile/Manufactured Home,139 Goldenrod St,Vallejo,CA,94589,149900.0,2.0,2.0,Olympia of Vallejo Mobile Home Park,1248.0,,2001.0,1.0,120.0,,Active,,,http://www.redfin.com/CA/Vallejo/139-Goldenrod-St-94589/home/2612412,BAREIS,321101883,N,Y,38.1313898,-122.2612245
12,MLS Listing,,Single Family Residential,1130 Tyler St,Fairfield,CA,94533,435000.0,3.0,2.0,Fairfield,1230.0,5663.0,1952.0,1.0,354.0,,Active,,,http://www.redfin.com/CA/Fairfield/1130-Tyler-St-94533/home/2160723,BAREIS,321096434,N,Y,38.2554576,-122.0502959
13,MLS Listing,,Single Family Residential,546 Lighthouse Dr,Vallejo,CA,94590,540000.0,3.0,2.5,Bridgeport,1387.0,4827.0,1986.0,1.0,389.0,43.0,Active,November-6-2021 12:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/CA/Vallejo/546-Lighthouse-Dr-94590/home/2205161,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40972958,N,Y,38.1225051,-122.2712595
14,MLS Listing,,Single Family Residential,1419 Rockville Rd,Fairfield,CA,94534,1395000.0,6.0,3.5,Green Valley Highlands 1,3500.0,64904.0,1986.0,1.0,399.0,,Active,,,http://www.redfin.com/CA/Fairfield/1419-Rockville-Rd-94534/home/2139518,BAREIS,321104111,N,Y,38.265105,-122.172629
15,MLS Listing,,Single Family Residential,307 Mini St,Vallejo,CA,94589,512000.0,4.0,2.0,Vallejo,1442.0,5662.0,1963.0,1.0,355.0,,Active,November-6-2021 01:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/CA/Vallejo/307-Mini-Dr-94589/home/2269550,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40972943,N,Y,38.144359,-122.248838
16,MLS Listing,,Single Family Residential,1601 Santa Clara St,Vallejo,CA,94590,375000.0,2.0,1.0,Vallejo Heights,942.0,5501.0,1917.0,1.0,398.0,,Active,,,http://www.redfin.com/CA/Vallejo/1601-Santa-Clara-St-94590/home/2204481,BAREIS,321103686,N,Y,38.1133873,-122.2598721
17,MLS Listing,,Condo/Co-op,89 Villa Cir,Fairfield,CA,94533,189000.0,2.0,1.5,Dover Villa,968.0,,1971.0,1.0,195.0,375.0,Active,,,http://www.redfin.com/CA/Fairfield/89-Villa-Cir-94533/home/2380857,BAREIS,321102263,N,Y,38.265437,-122.010154
18,MLS Listing,,Single Family Residential,1107 Hayes St,Fairfield,CA,94533,420000.0,3.0,2.0,Fairfield,1000.0,5227.0,1954.0,1.0,420.0,,Active,,,http://www.redfin.com/CA/Fairfield/1107-Hayes-St-94533/home/2159884,MetroList,321103387,N,Y,38.2548643,-122.054558
19,MLS Listing,,Vacant Land,1346 Misawa Ct,Vallejo,CA,94591-3842,398000.0,,,Vallejo,,19244.0,,1.0,,7.0,Active,,,http://www.redfin.com/CA/Vallejo/1346-Misawa-Ct-94591/home/17546582,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40972904,N,Y,38.148653,-122.181005
