,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,,Single Family Residential,46 Chappell Hl,Trinity,TX,75862,165000,3.0,2.0,Westwood Shores Sec 3,1295.0,19418.0,1981.0,1,127.0,356.0,Active,,,http://www.redfin.com/TX/TRINITY/46-CHAPPELL-HL-75862/home/142478769,HARMLS,51286082,N,Y,30.937387,-95.337613
1,MLS Listing,,Single Family Residential,563 Cutter Dr,Trinity,TX,75862,140000,3.0,2.0,Timber Bay,1220.0,45000.0,1999.0,1,115.0,25.0,Active,,,http://www.redfin.com/TX/Trinity/563-Cutter-Dr-75862/home/142474172,HARMLS,84670315,N,Y,30.9103455,-95.2849939
2,MLS Listing,,Vacant Land,13762 Fm 356,Trinity,TX,75862,250000,,,Trinity County,,1045440.0,,1,,,Active,,,http://www.redfin.com/TX/Trinity/13762-Farm-to-Market-Road-356-75862/home/177026379,HARMLS,53235862,N,Y,30.8555841,-95.1871193
3,MLS Listing,,Single Family Residential,263 Bonanza Dr,Trinity,TX,75862,74500,2.0,2.0,Pinecrest Hideaway,1120.0,,2009.0,1,67.0,42.0,Active,,,http://www.redfin.com/TX/Trinity/263-Bonanza-Dr-75862/home/162009423,HARMLS,59624243,N,Y,30.8956777,-95.3469074
4,MLS Listing,,Vacant Land,011 FM 356,Trinity,TX,75862,140000,,,Port Adventure,,,,1,,,Active,,,http://www.redfin.com/TX/Trinity/011-Farm-to-Market-Road-356-Unknown/home/174534220,HARMLS,2057307,N,Y,30.899024,-95.223452
5,MLS Listing,,Vacant Land,TBD Port Blvd,Trinity,TX,75862,75000,,,Port Adventure Sec 1,,11761.0,,1,,,Active,,,http://www.redfin.com/TX/Unknown/TBD-Port-Blvd-75862/home/174540163,HARMLS,18164866,N,Y,30.901826,-95.229661
6,MLS Listing,,Single Family Residential,1572 Glendale Rd,Lovelady,TX,75851,95900,5.0,3.0,Trinity County,1980.0,30492.0,1973.0,3,48.0,,Active,,,http://www.redfin.com/TX/Lovelady/1572-Glendale-Rd-75851/home/142468121,HARMLS,25981326,N,Y,31.0854415,-95.3175237
7,MLS Listing,,Single Family Residential,473 Timber Bay Dr,Trinity,TX,75862,168000,2.0,2.0,Timber Bay,1204.0,22500.0,1990.0,3,140.0,21.0,Active,,,http://www.redfin.com/TX/Trinity/473-Timber-Bay-Dr-75862/home/142474466,HARMLS,46573712,N,Y,30.9126164,-95.2840973
8,MLS Listing,,Vacant Land,00 FM 355,Sebastopol,TX,75862,10750428,,,,,24306480.0,,4,,,Active,,,http://www.redfin.com/TX/Trinity/Farm-to-Market-Road-355-75862/home/174524453,HARMLS,29847137,N,Y,30.930775,-95.244254
9,MLS Listing,,Vacant Land,Lot 6 New Orleans Dr,Trinity,TX,75862,7500,,,The Plantation,,22567.0,,4,,120.0,Active,,,http://www.redfin.com/TX/Unknown/Lot-6-New-Orleans-Ave-75862/home/176999234,HARMLS,62320559,N,Y,30.890877,-95.362369
10,MLS Listing,,Vacant Land,1556 Magee Bend Loop,Groveton,TX,75845,75000,,,Anonio Andrada,,216798.0,,5,,,Active,,,http://www.redfin.com/TX/Groveton/1556-Magee-Bend-Loop-75845/home/142467642,HARMLS,77287169,N,Y,31.1314789,-95.1149322
11,MLS Listing,,Vacant Land,9126 Forest Service Road 509 L,Apple Springs,TX,75926,240000,,,Trinity County,,2572218.0,,5,,,Active,,,http://www.redfin.com/TX/Apple-Springs/9126-Forest-Service-Road-509-L-Unknown/home/176989206,HARMLS,91220539,N,Y,31.281721,-94.95587
12,MLS Listing,,Single Family Residential,9928 S State Highway 94,Trinity,TX,75862,107000,3.0,1.5,Three Ridge Sec 1,2042.0,77101.0,1978.0,5,52.0,,Active,,,http://www.redfin.com/TX/Trinity/9928-TX-94-75862/home/142471546,HARMLS,17948469,N,Y,31.0032245,-95.305745
13,MLS Listing,,Mobile/Manufactured Home,990 Reese Rd,Groveton,TX,75845,399000,3.0,2.0,,1568.0,2121372.0,1993.0,6,254.0,,Active,,,http://www.redfin.com/TX/Unknown/990-Reese-Rd-75845/home/176983304,HARMLS,10710585,N,Y,31.199577,-95.187759
14,MLS Listing,,Single Family Residential,458 Mill Pond Rd,Trinity,TX,75862,198500,3.0,2.0,,1812.0,121707.0,1984.0,6,110.0,,Active,,,http://www.redfin.com/TX/Trinity/458-Mill-Pond-Rd-75862/home/142471101,HARMLS,12054870,N,Y,30.9454344,-95.288005
15,MLS Listing,,Single Family Residential,2050 Winding Creek Dr,Trinity,TX,75862,250000,1.0,2.0,Lake L Acres,1750.0,49005.0,2021.0,7,143.0,,Active,,,http://www.redfin.com/TX/Trinity/2050-Winding-Creek-Rd-75862/home/161986491,HARMLS,6233475,N,Y,30.928555,-95.348081
16,MLS Listing,,Single Family Residential,517 Lawrence Rd,Trinity,TX,75862,140000,3.0,2.0,,1913.0,43560.0,,7,73.0,,Active,,,http://www.redfin.com/TX/Trinity/517-Lawrence-Rd-75862/home/142466982,HARMLS,80616971,N,Y,30.9291564,-95.279935
