,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,,Single Family Residential,4500 Nogales Ave,Atascadero,CA,93422.0,550000.0,3.0,2.0,ATSC - Atascadero,1097.0,13600.0,1959.0,1.0,501.0,,Pre On-Market,November-6-2021 11:00 AM,November-6-2021 02:00 PM,http://www.redfin.com/CA/Atascadero/4500-Nogales-Ave-93422/home/51631069,CRMLS,SC21240761,N,Y,35.5016246,-120.6779322
1,MLS Listing,,Single Family Residential,5370 Barrenda Ave,Atascadero,CA,93422.0,649000.0,3.0,2.0,ATSC - Atascadero,1346.0,13900.0,1983.0,1.0,482.0,,Active,,,http://www.redfin.com/CA/Atascadero/5370-Barrenda-Ave-93422/home/49855383,CRMLS,PI21241004,N,Y,35.4978225,-120.6689471
2,MLS Listing,,Single Family Residential,165 E Price St,Nipomo,CA,93444.0,575000.0,3.0,2.0,NPMO - Nipomo,1672.0,7350.0,1963.0,1.0,344.0,,Active,November-6-2021 01:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/CA/Nipomo/165-E-Price-St-93444/home/51653926,CRMLS,SC21237161,N,Y,35.0428452,-120.4726881
3,MLS Listing,,Vacant Land,1969 Oxford Ave,Cambria,CA,93428.0,129000.0,,,CAMB - Cambria,,4375.0,,1.0,,,Active,,,http://www.redfin.com/CA/Cambria/1969-Oxford-Ave-93428/home/51627322,CRMLS,SC21240784,N,Y,35.544673,-121.091231
4,MLS Listing,,Vacant Land,0 Iverson Pl,Paso Robles,CA,93446.0,80000.0,,,PSOR - Paso Robles,,43560.0,,1.0,,,Active,,,http://www.redfin.com/CA/Paso-Robles/3700-Mill-Rd-93446/home/113796792,VCRDS,V1-9259,N,Y,35.6462671,-120.6305511
5,MLS Listing,,Vacant Land,0 Huer Huero Rd,Creston,CA,93432.0,1499000.0,,,CRST - Creston,,22259160.0,,1.0,,,Active,,,http://www.redfin.com/CA/Creston/9415-Huer-Huero-Rd-93432/home/51649943,CRMLS,PI21240753,N,Y,35.426486,-120.485384
6,MLS Listing,,Vacant Land,2031 Ocean St,Oceano,CA,93445.0,349000.0,,,OCNO - Oceano,,7169.0,,1.0,,,Active,,,http://www.redfin.com/CA/Oceano/2031-Ocean-St-93445/home/51643846,CRMLS,PI21239849,N,Y,35.1004123,-120.6094901
7,MLS Listing,,Single Family Residential,471 Wellington St,Cambria,CA,93428.0,819000.0,2.0,2.0,CAMB - Cambria,1447.0,3500.0,1979.0,1.0,566.0,,Active,,,http://www.redfin.com/CA/Cambria/471-Wellington-Dr-93428/home/49857842,CRMLS,SC21240622,N,Y,35.5710057,-121.1050922
8,MLS Listing,,Vacant Land,5710 Farousse Way,Paso Robles,CA,93446.0,185000.0,,,PRNE - PR North 46-East 101,,50965.0,,1.0,,,Active,,,http://www.redfin.com/CA/Paso-Robles/5710-Farousse-Way-93446/home/161216859,CRMLS,SC21240171,N,Y,35.684298,-120.597307
9,MLS Listing,,Condo/Co-op,226 Via La Paz,San Luis Obispo,CA,93401.0,635000.0,2.0,2.5,SLO - San Luis Obispo,1389.0,2000.0,1987.0,1.0,457.0,345.0,Pre On-Market,,,http://www.redfin.com/CA/San-Luis-Obispo/226-Via-La-Paz-93401/home/49852937,CRMLS,SC21239823,N,Y,35.2558549,-120.666322
10,MLS Listing,,Mobile/Manufactured Home,390 Venus Ct,Nipomo,CA,93444.0,450000.0,3.0,2.0,NPMO - Nipomo,1600.0,6000.0,1963.0,1.0,281.0,,Pre On-Market,,,http://www.redfin.com/CA/Nipomo/390-Venus-Ct-93444/home/49818976,CRMLS,PI21240165,N,Y,35.0166511,-120.4946896
11,MLS Listing,,Single Family Residential,1911 Vista St,Oceano,CA,93445.0,675000.0,2.0,2.0,OCNO - Oceano,1254.0,4875.0,1940.0,1.0,538.0,,Active,,,http://www.redfin.com/CA/Oceano/1911-Vista-St-93445/home/51643723,CRMLS,PI21239989,N,Y,35.1031973,-120.6105733
12,MLS Listing,,Vacant Land,310 Sicily St,Morro Bay,CA,93442.0,295000.0,,,MRBY - Morro Bay,,2400.0,,1.0,,,Active,,,http://www.redfin.com/CA/Morro-Bay/310-Sicily-St-93442/home/169974021,CRMLS,SC21232325,N,Y,35.402727,-120.8653793
